seg_index,vehicle_id,rmse_full_pct,outcome,t_conv_strict_s,innov_mean_mV,innov_std_mV,innov_lag1_autocorr,innov_soc_struct_rms_mV,frac_flat_ocv,dt_median_s,I_quant_step_A,duration_s,soh_end,r_int_end_mOhm
65,VehId_0010,1.580150142844388,converged,376.9,1.157243157906608,48.66570558696107,-0.044190549378027896,,0.6906906906906907,0.39999999999997726,0.25,689.0,1.0,14.350279764129555
66,VehId_0010,1.9131343604811124,converged,654.0,1.8497330639004768,29.226177273463293,-0.0076247255578902684,,1.0,0.39999999999997726,0.25,795.7,0.8160101454762515,7.722387512461221
67,VehId_0010,25.66488698020175,diverged,,0.39693484714501776,31.711676557013625,-0.11016109865542537,,0.4397163120567376,0.4000000000000057,0.25,245.7,1.0,5.073038897571988
68,VehId_0010,1.3517796740061254,converged,0.0,2.3238708578221496,43.34495246375682,-0.03191268306924005,,0.0,0.3000000000000078,0.25,125.7,1.0,14.891007772049434
69,VehId_0010,4.3134032807305625,converged,117.4,3.1439190753207282,51.221050727897975,0.011784933397240238,,0.0,0.3999999999999986,0.25,135.8,0.6628838740094178,14.641504986238292
70,VehId_0010,3.5032115530113566,converged,0.0,2.2729273041139475,89.00971789480326,0.020853817549915592,,0.0,0.5999999999999801,0.25,704.8,1.0,14.796654611223246
71,VehId_0010,0.8721741697315828,converged,0.0,1.4688374762613767,49.32736518320152,-0.020754222514861715,,1.0,0.30000000000001137,0.25,349.9,1.0,14.947036651898468
72,VehId_0010,3.8108098460924897,recovered,,1.3371680398058998,71.25344438417807,-0.003144731471911489,,0.09774436090225563,0.3999999999999915,0.25,785.7,1.0,14.709496752884773
73,VehId_0010,8.124240184823867,recovered,,1.5197304598218146,60.96638148683537,-0.021123229449927405,,0.0,0.40000000000009095,0.25,718.9,1.0,14.867988738965503
74,VehId_0010,2.138755094605818,converged,702.1,2.286122651858214,72.79624073404453,-0.017292335456889036,,1.0,0.39999999999997726,0.25,925.5,0.7928861108301885,14.65616682215311
75,VehId_0010,24.40761623465454,diverged,,-1.4734042196772128,53.93509052337964,0.14553089145737858,,0.0,0.30000000000001137,0.25,158.7,0.5627678894780298,14.157161058577111
76,VehId_0010,20.350900668968933,diverged,,-1.72022371831534,46.44945595204702,0.038240840888836974,,0.0,0.3000000000000025,0.25,246.8,1.0,14.97103053651729
77,VehId_0010,46.061859271615475,diverged,,0.11320138258110682,36.83590386648197,0.05884162467978565,,0.0,0.30000000000001137,0.25,196.5,0.6330428611861644,7.018880302134294
78,VehId_0010,13.025276615520282,diverged,,-2.738759598934698,78.36687166804408,-0.025860404414041877,,0.0,0.30000000000001137,0.25,328.0,0.6632320510815792,14.631514687364517
79,VehId_0010,0.1397841748879562,converged,0.0,3.8284557779173922,52.638039869895,-0.2382265947279537,,1.0,0.5,0.25,123.8,1.0,14.940661788347036
80,VehId_0010,19.785958577215222,diverged,,1.5846722786226954,48.13901309593735,0.03996295255731342,,1.0,0.4000000000000199,0.25,613.0,0.5635028708496704,15.418900219707284
